the_geom,SEGMENTID,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.95525978770621 40.7786607341606),"37,660",0,,1,"14,987",4,"1,047,937",1,05/14/2009 12:00:00 AM,07/22/2014 12:00:00 AM,11,EMS,,"1,037,598",BATTALION 10 ENGINE 22 LADDER 13
POINT (-73.92205825709638 40.846319221645246),"158,535",311,X,1,"7,625",3,"2,092,105",2,05/14/2009 12:00:00 AM,01/07/2013 12:00:00 AM,1,DCP,26381005,"2,015,969",SEDGWICK HOUSES BUILDING 4
POINT (-73.93743933799377 40.692562965791204),"265,096",299,X,2,"18,523",3,"3,043,216",3,05/14/2009 12:00:00 AM,12/04/2019 12:00:00 AM,1,DCP,37374007,"3,053,842",ROOSEVELT I HOUSES BUILDING 6
POINT (-73.80380553129693 40.841682215828435),"107,494",0,X,2,"18,366",5,0,2,05/14/2009 12:00:00 AM,09/13/2018 12:00:00 AM,12,DCP,25784062,0,CUBAN LEDGE ISLAND
POINT (-73.86883189147903 40.86767863936469),"9,003,838",268,X,2,"16,974",3,"2,093,464",2,05/14/2009 12:00:00 AM,02/10/2020 12:00:00 AM,1,DCP,25703006,"2,059,273",PARKSIDE HOUSES BUILDING 5
POINT (-73.76851868659955 40.69090627100352),"61,177",0,N,2,"7,154",1,"4,539,917",4,05/14/2009 12:00:00 AM,04/07/2017 12:00:00 AM,10,DCP,46577501,"5,146,311",VA NY HARBOR ST ALBANS COMMUNITY LIVING CENTER
POINT (-73.94288624913104 40.81470932883609),"224,755",0,,1,"5,792",5,"1,058,250",1,05/14/2009 12:00:00 AM,06/29/2015 12:00:00 AM,3,NYPD,,"1,048,740",HARLEM YMCA
POINT (-73.78428282652958 40.59642871051601),"285,985",261,X,2,"7,300",3,"4,436,439",4,05/14/2009 12:00:00 AM,07/13/2015 12:00:00 AM,1,DCP,41013523,"356,804",OCEAN BAY (BAYSIDE) BLDG 22
POINT (-73.9635612791148 40.764181268576976),"36,406",0,N,2,"10,922",1,"1,043,862",1,05/14/2009 12:00:00 AM,07/14/2017 12:00:00 AM,10,NYPD,12572001,"1,059,838","MANHATTAN EYE, EAR, & THROAT HOSPITAL"
POINT (-73.94497614652802 40.656277368805995),"9,008,422",423,,1,"11,161",1,"3,327,711",3,05/14/2009 12:00:00 AM,03/30/2021 12:00:00 AM,10,DoITT,,"3,144,958",KCH H BLDG
POINT (-73.78393408546194 40.76966836254646),"97,677",0,,1,"11,500",1,"4,134,525",4,05/14/2009 12:00:00 AM,06/03/2020 12:00:00 AM,2,DOE,,"146,923",PS 159
POINT (-73.88722483234415 40.86325933445369),"291,944",397,X,1,"16,994",7,"2,102,048",2,05/14/2009 12:00:00 AM,05/16/2017 12:00:00 AM,2,DoITT,23325006,0,FORDHAM UNIVERSITY ST ROBERTS HALL
POINT (-73.83925553446538 40.72338639902547),"82,768",0,,1,"5,593",2,"4,052,691",4,05/14/2009 12:00:00 AM,07/19/2018 12:00:00 AM,5,DoITT,,"58,893",FOREST HILLS PRESBYTERIAN DAY SCHOOL
POINT (-73.88814795787466 40.67232897193772),"47,833",0,,1,"16,354",12,0,3,05/14/2009 12:00:00 AM,10/13/2020 12:00:00 AM,4,DPR,,0,JERRY AND THE SENIOR GENTS OF ENY GARDEN
POINT (-74.14946475382722 40.610080415628204),"8,538",0,N,1,"16,356",1,0,5,05/14/2009 12:00:00 AM,08/25/2020 12:00:00 AM,4,DPR,51164001,0,ANTHONY R GAETA PARK
POINT (-73.82199628112606 40.61150808545887),"344,502",0,N,2,"16,361",1,0,4,05/14/2009 12:00:00 AM,08/15/2022 12:00:00 AM,4,DPR,41533001,0,BROAD CHANNEL WETLANDS
POINT (-73.99655657276627 40.69847200788815),"23,863",0,N,2,"16,368",1,0,3,05/14/2009 12:00:00 AM,08/03/2020 12:00:00 AM,4,DPR,30092401,0,FORT STIRLING SITTING AREA
POINT (-73.94827852701165 40.70418759621786),"164,078",0,N,1,"16,370",5,0,3,05/14/2009 12:00:00 AM,08/03/2020 12:00:00 AM,13,DPR,31250501,0,LINDSAY TRIANGLE
POINT (-73.73544414988442 40.73987647240883),"185,613",532,X,2,"16,371",1,0,4,05/14/2009 12:00:00 AM,10/05/2020 12:00:00 AM,4,DPR,42779503,0,ALLEY PARK ATHLETIC FIELD
POINT (-73.8190765314692 40.82256859594131),"93,629",0,N,2,"16,374",5,0,2,05/14/2009 12:00:00 AM,08/13/2020 12:00:00 AM,13,DPR,21251501,0,DEROSA OBOYLE TRIANGLE
POINT (-73.88792283146738 40.68290822650219),"47,888",0,N,1,"16,380",12,0,3,05/14/2009 12:00:00 AM,07/27/2020 12:00:00 AM,4,DPR,30094601,0,HIGHLAND PARK COMMUNITY GARDEN
POINT (-73.89401228775016 40.85259724767628),"78,713",0,N,1,"16,383",12,0,2,05/14/2009 12:00:00 AM,07/09/2020 12:00:00 AM,4,DPR,21315001,0,CHARLES W COOKE FARM GARDEN
POINT (-73.85821084428095 40.80778170205454),"85,243","3,560",N,1,"16,390",1,0,2,05/14/2009 12:00:00 AM,03/16/2020 12:00:00 AM,4,DPR,20086301,0,HARDING PARK BEAUTIFICATION PROJECT
POINT (-74.00371022391667 40.68247634240695),"21,941",0,N,1,"16,391",12,0,3,05/14/2009 12:00:00 AM,07/30/2020 12:00:00 AM,4,DPR,31401001,0,SUMMIT STREET COMMUNITY GARDEN
POINT (-73.91733071927621 40.78404774265913),"129,862",0,N,2,"16,396",1,0,4,05/14/2009 12:00:00 AM,09/14/2020 12:00:00 AM,4,DPR,41328001,0,RALPH DEMARCO PARK
POINT (-73.97695839124198 40.71226391833321),"34,709","3,218",,2,"16,397",1,0,1,05/14/2009 12:00:00 AM,09/03/2013 12:00:00 AM,4,DPR,,0,EAST RIVER PARK AT CHERRY STREET
POINT (-73.9097892022303 40.84881099519205),"72,359",0,,1,"15,146",2,"2,098,479",2,05/14/2009 12:00:00 AM,06/25/2020 12:00:00 AM,5,DoITT,,"5,130,887",LA PENINSULA CENTER #5
POINT (-73.86338131099676 40.85841866403745),"9,003,703",270,X,1,"6,775",3,"2,093,365",2,05/14/2009 12:00:00 AM,01/03/2013 12:00:00 AM,1,DCP,25773024,"5,142,428",PELHAM PARKWAY HOUSES BLDG 22
POINT (-74.10453956198461 40.601438566244084),"11,701",454,G,1,"16,392",1,0,5,05/14/2009 12:00:00 AM,07/27/2020 12:00:00 AM,4,DPR,51142501,0,REEDS BASKET WILLOW SWAMP PARK
POINT (-73.96746981918157 40.79093714031248),"9,002,981",292,G,1,"8,118",3,"1,031,657",1,05/14/2009 12:00:00 AM,03/15/2013 12:00:00 AM,1,NYCHA,10007501,"1,028,366",WISE REHAB
POINT (-73.94744695013298 40.786403796398346),"38,076",360,X,2,"6,221",3,"1,082,345",1,05/14/2009 12:00:00 AM,01/30/2020 12:00:00 AM,1,DCP,12131518,"1,041,641",WASHINGTON HOUSES BUILDING 15
POINT (-73.97627819083158 40.73945977536666),"34,656",420,G,2,"13,191",1,"1,086,515",1,05/14/2009 12:00:00 AM,11/28/2017 12:00:00 AM,10,OTHER,11305001,"9,207,444",BELLEVUE HOSPITAL CENTER
POINT (-73.79473854828635 40.6958931679187),"9,000,587",319,G,2,"8,261",3,0,4,05/14/2009 12:00:00 AM,08/07/2012 12:00:00 AM,1,NYCHA,41312529,0,SOUTH JAMAICA I COMPLEX
POINT (-73.92573178440949 40.842895056167535),"117,807",0,,1,"5,054",6,"2,086,433",2,05/14/2009 12:00:00 AM,03/07/2018 12:00:00 AM,5,EMS,,"2,006,370",HELP PROJECT SAMARITAN
POINT (-73.92841544766775 40.67170033004942),"9,001,892",267,G,2,"8,101",3,0,3,05/14/2009 12:00:00 AM,03/11/2013 12:00:00 AM,1,NYCHA,36935001,0,PARK ROCK REHABILITATION
POINT (-73.98000449585989 40.715425574061996),"9,008,171",0,N,2,"7,584",1,"1,004,066",1,05/14/2009 12:00:00 AM,05/06/2020 12:00:00 AM,2,DOE,12930701,"1,004,771",PS 110 FLORENCE NIGHTINGALE
POINT (-73.82401605313069 40.78141199643502),"92,347",0,,2,"5,619",4,"4,099,377",4,05/14/2009 12:00:00 AM,11/22/2016 12:00:00 AM,5,EMS,,"355,322",BRIDGE VIEW NURSING HOME
POINT (-73.816518361664 40.58629431454247),"53,811",0,,,"5,357",6,"4,445,329",4,05/14/2009 12:00:00 AM,07/21/2011 12:00:00 AM,5,NYPD,,"339,334",YOUTH AID UNIT ROCKAWAY
POINT (-73.9240703562824 40.8611286493808),"9,004,151",140,X,2,"13,348",3,"1,080,027",1,05/14/2009 12:00:00 AM,02/11/2013 12:00:00 AM,1,DCP,11690002,"1,058,266",DYCKMAN HOUSES BUILDING 1
POINT (-73.90712174589021 40.660439258426074),"43,982",0,N,1,"10,797",10,"3,082,389",3,05/14/2009 12:00:00 AM,03/19/2020 12:00:00 AM,2,DOE,30026301,"3,110,159",PS 41 FRANCIS WHITE
POINT (-73.88647095249237 40.635524607730865),"154,194",0,N,2,"10,814",1,"3,235,262",3,05/14/2009 12:00:00 AM,04/01/2020 12:00:00 AM,2,DOE,30017501,"3,293,494",PS 272 CURTIS ESTABROOK
POINT (-74.16259413898335 40.541227661724456),"3,848",0,,1,"10,832",4,"5,068,787",5,05/14/2009 12:00:00 AM,08/14/2015 12:00:00 AM,2,DoITT,,"5,088,548",OAKDALE ACADEMY
POINT (-73.91674167749856 40.682243799971396),"43,791",0,,1,"10,837",10,"3,040,878",3,05/14/2009 12:00:00 AM,03/26/2020 12:00:00 AM,2,DOE,,"5,131,632",PS/IS 137 RACHEL JEAN MITCHELL
POINT (-73.99229454922994 40.57429840879118),"9,000,570",0,N,2,"10,839",10,"3,189,538",3,05/14/2009 12:00:00 AM,04/02/2020 12:00:00 AM,2,DOE,30017201,"3,240,496",PS 288 THE SHIRLEY TANYHILL
POINT (-73.91269617680412 40.774822660991084),"68,948",0,,2,"11,645",3,"4,017,625",4,05/14/2009 12:00:00 AM,10/14/2016 12:00:00 AM,8,DoITT,,"5,151,750",WOOLSEY POST STATION
POINT (-73.88816780976808 40.86072010994931),"80,175",397,X,1,"12,757",7,"2,102,023",2,05/14/2009 12:00:00 AM,05/16/2017 12:00:00 AM,2,DoITT,23325020,0,FORDHAM UNIVERSITY LARKIN HALL
POINT (-73.91376233535007 40.65371271739322),"167,379",0,,2,"4,827",2,"3,105,105",3,05/14/2009 12:00:00 AM,07/23/2018 12:00:00 AM,5,DoITT,,"3,141,829",COCONUT GROVE CHILDHOOD EDUCATION CENTER
POINT (-73.89210311168932 40.821202512546044),"77,541",0,,1,"16,650",1,"2,005,788",2,05/14/2009 12:00:00 AM,03/18/2016 12:00:00 AM,8,FDNY,,"2,011,207",SOCIAL SECURITY 163 ST
POINT (-73.90424641343274 40.83670481920705),"9,002,638","3,581",X,1,"17,718",3,"2,092,075",2,05/14/2009 12:00:00 AM,02/13/2020 12:00:00 AM,1,DCP,21187508,"2,016,894",MORRIS II HOUSES BUILDING 17
POINT (-73.98447158647865 40.763063152773796),"34,106",0,,1,"5,909",3,"1,024,820",1,05/14/2009 12:00:00 AM,03/24/2016 12:00:00 AM,3,NYPD,,"1,023,552",NEIL SIMON THEATRE
POINT (-73.9622495897573 40.682322362106994),"271,252",0,,2,"9,302",3,"3,057,638",3,05/14/2009 12:00:00 AM,05/26/2015 12:00:00 AM,5,DoITT,,"3,073,054",FORT GREENE SENIOR CENTERS
POINT (-73.94420908741749 40.70701929975097),"31,376",0,,2,"3,527",1,"3,071,205",3,05/14/2009 12:00:00 AM,02/21/2018 12:00:00 AM,9,NYPD,,0,MOST HOLY TRINITY CHURCH ST MARY
POINT (-73.84623819803906 40.69491592992562),"52,940",0,,2,"11,655",6,"4,194,106",4,05/14/2009 12:00:00 AM,05/12/2016 12:00:00 AM,11,EMS,,"216,062",ENGINE 294 LADDER 143
POINT (-73.9292443592295 40.670789028372724),"9,001,898",325,G,1,"13,075",3,0,3,05/14/2009 12:00:00 AM,10/04/2012 12:00:00 AM,1,NYCHA,31196501,0,ST JOHN'S STERLING PLACE REHABS
POINT (-73.97784328904254 40.75926704056714),"35,835",526,G,2,"8,482",1,"1,083,860",1,05/14/2009 12:00:00 AM,12/28/2016 12:00:00 AM,13,OTHER,11394501,"1,030,420",ROCKEFELLER CENTER
POINT (-73.94627224800246 40.78597141976496),"9,000,089",360,X,1,"8,385",3,"1,082,342",1,05/14/2009 12:00:00 AM,02/28/2013 12:00:00 AM,1,DCP,12131505,"1,041,637",WASHINGTON HOUSES BUILDING 4
POINT (-73.78999248733466 40.674495096955134),"119,059",0,N,2,"11,333",1,"4,261,713",4,05/14/2009 12:00:00 AM,06/08/2020 12:00:00 AM,2,DOE,40003901,"289,755",PS 223 LYNDON B JOHNSON
POINT (-73.82190494898953 40.82181584355328),"9,002,962",338,X,1,"7,640",3,"2,091,476",2,05/14/2009 12:00:00 AM,01/11/2013 12:00:00 AM,1,DCP,26811018,"2,104,443",THROGGS NECK HOUSES BLDG 16
POINT (-73.94199980676892 40.8241363227185),"69,146",0,,2,"10,987",1,"1,081,814",1,05/14/2009 12:00:00 AM,06/16/2017 12:00:00 AM,9,NYPD,,"1,052,488",JEHOVAHS WITNESSES BRADHURST UNIT
POINT (-74.00295470555584 40.722344772586396),"313,979",0,,1,"11,820",3,"1,077,733",1,05/14/2009 12:00:00 AM,10/23/2018 12:00:00 AM,3,NYPD,,"1,009,010",PERFORMING GARAGE
POINT (-73.90932220395082 40.6709080733393),"324,250",192,X,2,"8,551",3,"3,339,437",3,05/14/2009 12:00:00 AM,01/06/2021 12:00:00 AM,1,DCP,35093505,"3,107,144",HOWARD HOUSES BUILDING 4
POINT (-73.79467379941184 40.805773368869346),"181,429",403,X,2,"9,138",7,"2,100,418",2,05/14/2009 12:00:00 AM,12/13/2019 12:00:00 AM,2,DCP,26744014,0,MARITIME COLLEGE QUARTERS 7
POINT (-73.90381439517816 40.699511505944386),"48,543",0,,1,"12,118",1,"4,435,561",4,05/14/2009 12:00:00 AM,05/27/2020 12:00:00 AM,2,DOE,,"95,557",PS 239
POINT (-73.93755519590998 40.81057746968744),"9,001,585",218,X,1,"6,253",3,"1,081,115",1,05/14/2009 12:00:00 AM,02/15/2013 12:00:00 AM,1,DCP,11562011,"1,044,370",LINCOLN HOUSES BUILDING 10
POINT (-73.98236060976114 40.7191029690081),"9,000,265",0,,1,"17,233",1,"1,079,666",1,05/14/2009 12:00:00 AM,12/05/2016 12:00:00 AM,9,NYPD,,0,OUR LADY OF SORROWS CHURCH
POINT (-73.9602919184584 40.80685585678647),"166,324",521,X,2,"7,856",7,"1,076,680",1,05/14/2009 12:00:00 AM,06/02/2021 12:00:00 AM,2,DoITT,11561534,"1,050,454",COLUMBIA UNIVERSITY JEROME GREENE HALL
POINT (-73.89824351341451 40.86987146259966),"79,943",0,N,2,"13,890",1,"2,100,971",2,05/14/2009 12:00:00 AM,06/22/2020 12:00:00 AM,2,DOE,20006701,"2,026,822",PS 86 KINGSBRIDGE HEIGHTS
POINT (-73.94248638739245 40.81325381946277),"225,116",0,,2,"10,008",6,"1,058,225",1,05/14/2009 12:00:00 AM,08/13/2014 12:00:00 AM,11,DoITT,,"1,048,697",ENGINE 59 LADDER 30
POINT (-73.97547211608826 40.77730645941976),"37,187",0,,1,"15,244",2,"1,028,670",1,05/14/2009 12:00:00 AM,12/05/2016 12:00:00 AM,1,EMS,,"1,026,217",LANGHAM BUILDING
POINT (-73.99799279406234 40.73434404337336),"330,367",522,X,1,"7,867",7,"1,009,459",1,05/14/2009 12:00:00 AM,01/13/2023 12:00:00 AM,2,DoITT,12507666,"1,011,945",NEW YORK UNIVERSITY LILLIAN VERNON CREATIVE WRITERS HOUSE
POINT (-73.99081604588854 40.716062774629094),"32,668",0,,2,"10,535",1,"1,003,998",1,05/14/2009 12:00:00 AM,05/01/2020 12:00:00 AM,2,DOE,,"1,004,635",PS 42 BENJAMIN ALTMAN
POINT (-73.89318701082675 40.86099206948933),"80,032",0,,2,"15,603",1,"2,011,069",2,05/14/2009 12:00:00 AM,07/16/2015 12:00:00 AM,9,EMS,,0,OUR LADY OF MERCY CHURCH
POINT (-73.99785822334118 40.73210823178469),"32,588",522,,2,"13,370",7,"1,080,111",1,05/14/2009 12:00:00 AM,03/12/2020 12:00:00 AM,2,DoITT,,"1,011,328",NEW YORK UNIVERSITY 22 WASHINGTON SQ N
POINT (-73.93695292082434 40.70512535482633),"44,331",0,,1,"3,192",1,"3,333,166",3,05/14/2009 12:00:00 AM,02/06/2018 12:00:00 AM,9,NYPD,,0,OUR LADY OF THE ROSARY POMPEII CHURCH
POINT (-73.91090322389869 40.90373036769984),"106,989",0,,2,"10,845",4,"2,100,867",2,05/14/2009 12:00:00 AM,06/19/2019 12:00:00 AM,2,FDNY,,"2,099,266",SAR ACADEMY
POINT (-73.88731723430686 40.874010125496525),"147,374",0,,1,"10,849",4,"2,017,313",2,05/14/2009 12:00:00 AM,12/02/2014 12:00:00 AM,2,EMS,,"2,029,450",ST PHILIP NERI SCHOOL
POINT (-73.93789858208079 40.83708059689076),"9,000,028",362,G,2,"8,286",3,0,1,05/14/2009 12:00:00 AM,04/25/2013 12:00:00 AM,1,NYCHA,10011301,0,WASHINGTON HTS REHAB PHASE III HOUSES TDS#523
POINT (-73.89098123913676 40.842509197306015),"78,786",0,N,1,"10,650",1,"2,009,957",2,05/14/2009 12:00:00 AM,06/25/2020 12:00:00 AM,2,DOE,20031401,"5,130,873",PS 44 DAVID C FARRAGUT
POINT (-73.9501824295775 40.63149731525516),"27,449",405,X,2,"7,332",7,"3,327,319",3,05/14/2009 12:00:00 AM,09/07/2017 12:00:00 AM,2,DoITT,32333609,"3,259,739",BROOKLYN COLLEGE-LIBRARY
POINT (-73.98943108380003 40.761391407564545),"33,967",0,N,2,445,9,0,1,05/14/2009 12:00:00 AM,10/21/2020 12:00:00 AM,4,DoITT,11255501,0,RAMON APONTE PARK
POINT (-73.8985472858237 40.814954251619056),"108,805",0,N,2,447,9,0,2,05/14/2009 12:00:00 AM,07/17/2020 12:00:00 AM,4,DoITT,21311501,0,FOX PLAYGROUND
POINT (-73.90513406500851 40.84520689345726),"78,217",0,N,1,449,9,0,2,05/14/2009 12:00:00 AM,07/21/2020 12:00:00 AM,4,DoITT,21259501,0,PEACE PARK
POINT (-73.91573258845713 40.8486469544817),"72,070",0,N,1,454,9,0,2,05/14/2009 12:00:00 AM,07/21/2020 12:00:00 AM,4,DoITT,20041901,0,GALILEO PLAYGROUND
POINT (-73.88603598868615 40.81419886093589),"77,708",0,N,2,456,9,0,2,05/14/2009 12:00:00 AM,09/08/2020 12:00:00 AM,4,DoITT,21246001,0,HUNTS POINT PLAYGROUND
POINT (-73.86576885702802 40.84334106033113),"86,007",0,N,2,461,9,0,2,05/14/2009 12:00:00 AM,07/08/2020 12:00:00 AM,4,DoITT,21237001,0,VAN NEST PARK
POINT (-73.92207151306474 40.815790698728065),"69,950",0,N,1,463,9,0,2,05/14/2009 12:00:00 AM,09/29/2020 12:00:00 AM,4,DoITT,21274501,0,PATTERSON PLAYGROUND
POINT (-73.93783590990975 40.81559347595658),"173,121",0,N,2,465,9,0,1,05/14/2009 12:00:00 AM,07/15/2020 12:00:00 AM,4,DoITT,11207501,0,WILLIAM MCCRAY PLAYGROUND
POINT (-73.93730905574039 40.825317270208416),"173,157",0,N,2,466,9,0,1,05/14/2009 12:00:00 AM,08/06/2020 12:00:00 AM,4,DoITT,11276001,0,BILL BOJANGLES ROBINSON PLAYGROUND
POINT (-73.94008302826522 40.81004826607873),"69,105",0,N,1,471,9,0,1,05/14/2009 12:00:00 AM,07/13/2020 12:00:00 AM,4,DoITT,11204501,0,COURTNEY CALLENDER PLAYGROUND
POINT (-73.94158792351138 40.821385219598966),"9,007,843",0,N,2,473,9,0,1,05/14/2009 12:00:00 AM,05/12/2020 12:00:00 AM,4,DoITT,11239001,0,RENAISSANCE PLAYGROUND
POINT (-73.9418799247438 40.79719702305333),"9,006,056",0,N,2,475,9,0,1,05/14/2009 12:00:00 AM,12/23/2020 12:00:00 AM,4,DoITT,11197001,0,JAMES WELDON JOHNSON PLAYGROUND
POINT (-73.9171056824829 40.802814427795056),"70,100",0,N,1,480,9,0,2,05/14/2009 12:00:00 AM,08/07/2020 12:00:00 AM,4,DoITT,21357001,0,PLAYGROUND 134
POINT (-73.9224738149091 40.84382062873572),"174,182",0,N,1,482,9,0,2,05/14/2009 12:00:00 AM,08/12/2020 12:00:00 AM,4,DoITT,20060401,0,PLIMPTON PLAYGROUND
POINT (-73.84781222817846 40.82987190887841),"194,228",0,N,1,485,9,0,2,05/14/2009 12:00:00 AM,08/11/2020 12:00:00 AM,4,DoITT,21266501,0,HAVEMEYER PLAYGROUND
POINT (-73.90884130631993 40.874669128117795),"270,810",231,X,2,"7,377",3,"1,080,001",1,05/14/2009 12:00:00 AM,02/04/2013 12:00:00 AM,1,DCP,12580002,"1,057,988",MARBLE HILL HOUSES BUILDING 1
POINT (-73.91780050614304 40.65949248200282),"9,004,850",216,G,2,"6,506",3,0,3,05/14/2009 12:00:00 AM,03/25/2013 12:00:00 AM,1,NYCHA,31181001,0,LENOX ROAD REHABS
POINT (-73.93920846472196 40.803039816693854),"9,000,159",266,G,2,"12,775",3,0,1,05/14/2009 12:00:00 AM,04/25/2013 12:00:00 AM,1,NYCHA,11127501,0,PARK AVENUE E 123 STREET HOUSES
POINT (-73.92630401342531 40.670956176207085),"9,001,788",326,G,2,"8,264",3,0,3,05/14/2009 12:00:00 AM,10/04/2012 12:00:00 AM,1,NYCHA,31197001,0,STERLING PLACE - BUFFALO REHABS HOUSES
POINT (-73.95536318338257 40.74106798447156),"106,162",21,G,1,"7,716",3,0,4,05/14/2009 12:00:00 AM,06/30/2022 12:00:00 AM,6,OTHER,40112801,0,LIC YARD
POINT (-73.84596792876462 40.818697231530074),"9,007,429",114,X,2,"8,369",3,"2,092,636",2,05/14/2009 12:00:00 AM,12/19/2012 12:00:00 AM,1,DCP,21852213,"2,035,546",CASTLE HILL HOUSES BUILDING 12
POINT (-73.99914983050985 40.7355529219582),"337,820",0,,1,"12,687",1,"1,010,543",1,05/14/2009 12:00:00 AM,11/16/2021 12:00:00 AM,2,DOE,,"5,128,589",PS 41 GREENWICH VILLAGE
POINT (-73.94817861551711 40.682187176154635),"29,784",0,,1,"7,229",1,"3,052,706",3,05/14/2009 12:00:00 AM,06/16/2017 12:00:00 AM,9,NYPD,,"3,066,077",JEHOVAHS WITNESSES CLINTON CONGREGATION
POINT (-73.88377265848676 40.650262824299624),"9,009,295",0,,1,"7,071",2,"3,343,595",3,05/14/2009 12:00:00 AM,03/01/2016 12:00:00 AM,1,NYPD,,"5,144,285",SPRING CREEK TOWERS RENTAL OFFICE
POINT (-73.82257785810874 40.74418131332475),"116,834",0,,1,"11,289",6,"4,438,282",4,05/14/2009 12:00:00 AM,03/18/2015 12:00:00 AM,2,EMS,,"153,641",LOWELL HIGH SCHOOL
POINT (-73.90590616204089 40.83787128785571),"9,002,890",107,X,2,"6,508",3,"2,092,076",2,05/14/2009 12:00:00 AM,12/19/2012 12:00:00 AM,1,DCP,21723007,"2,016,763",BUTLER HOUSES BUILDING 6
POINT (-73.9942957919507 40.72990645889662),"32,604",522,,1,"7,328",7,"1,008,826",1,05/14/2009 12:00:00 AM,03/12/2020 12:00:00 AM,2,DoITT,,"1,011,206",NYU 285 MERCER STREET
POINT (-73.97111996361502 40.705754643506516),"344,695",513,,1,"7,864",6,"3,395,501",3,05/14/2009 12:00:00 AM,09/01/2022 12:00:00 AM,8,DoITT,,0,BROOKLYN NAVY YARD - BUILDING 991
POINT (-74.10857144108992 40.64535417894452),"13,759",0,,2,"18,660",2,"5,001,856",5,05/14/2009 12:00:00 AM,05/18/2018 12:00:00 AM,7,NYPD,,"5,002,446",MOBIL GAS RICHMOND TERRACE
POINT (-74.13006685061728 40.64040642909641),"10,173",0,,2,"19,068",2,"5,106,618",5,05/14/2009 12:00:00 AM,09/24/2014 12:00:00 AM,7,NYPD,,"5,006,595",MORAN SHIPYARD CORP
POINT (-74.12906877112778 40.639635957217465),"10,173",0,,2,"18,662",6,"5,106,615",5,05/14/2009 12:00:00 AM,12/14/2016 12:00:00 AM,7,NYPD,,"5,006,594",REINAUER TRANSPORTATION
POINT (-73.98227235141154 40.77961302782124),"224,836",0,,1,"3,619",1,"1,030,520",1,05/14/2009 12:00:00 AM,03/08/2017 12:00:00 AM,9,NYPD,,"1,027,258",RUTGERS PRESBY CHURCH
POINT (-74.15844601931272 40.603101781374356),"159,762",446,,2,"19,577",1,0,5,05/14/2009 12:00:00 AM,08/03/2020 12:00:00 AM,4,EMS,,0,WILLOWBROOK PARK PICNIC AREA
POINT (-73.92111358653345 40.85395324360833),"129,984",0,,1,"19,230",1,"2,009,254",2,05/14/2009 12:00:00 AM,09/30/2013 12:00:00 AM,4,EMS,,"5,131,050",ROBERTO CLEMENTE STATE PARK
POINT (-73.92774346644039 40.71547678884741),"44,803",0,,1,"19,003",2,"3,070,505",3,05/14/2009 12:00:00 AM,03/19/2021 12:00:00 AM,7,NYPD,,"3,091,765",UNION BEER DISTRIBUTORS
POINT (-74.20066529361942 40.58804384487307),"291,234",0,,2,"18,722",2,"5,041,883",5,05/14/2009 12:00:00 AM,10/03/2018 12:00:00 AM,7,FDNY,,"5,141,556",PRATT INDUSTRIES PAPER MILLS
POINT (-74.01466562192142 40.671165346200745),"231,846",0,X,1,"19,364",7,0,3,05/14/2009 12:00:00 AM,08/23/2019 12:00:00 AM,6,EMS,31033503,0,PIER 2 ERIE BASIN
POINT (-73.96196981929623 40.69537364293876),"30,509",0,,2,"18,964",2,"3,054,626",3,05/14/2009 12:00:00 AM,09/14/2022 12:00:00 AM,7,NYPD,,"3,068,661",CERTIFIED LUMBER
POINT (-73.94165157092067 40.791144800316104),"9,009,545",534,G,2,"18,335",3,0,1,05/14/2009 12:00:00 AM,08/22/2018 12:00:00 AM,1,DCP,12088201,0,FRANKLIN PLAZA APARTMENTS
POINT (-73.86880006914512 40.82142967357653),"264,476","2,178",X,1,"8,555",3,"2,092,735",2,05/14/2009 12:00:00 AM,12/20/2012 12:00:00 AM,1,DCP,21997015,"2,036,766",CLASON POINT GARDENS BLDG 14
POINT (-73.99290098582667 40.74889660875733),"33,803",0,,2,"3,875",1,"1,080,559",1,05/14/2009 12:00:00 AM,02/13/2018 12:00:00 AM,9,NYPD,,0,ST JOHN BAPTIST RC CHURCH
POINT (-73.9446867383053 40.832500141786966),"173,641",0,,2,"16,095",2,"1,084,190",1,05/14/2009 12:00:00 AM,11/07/2016 12:00:00 AM,5,DoITT,,"1,054,988",CENTER FOR PRESCHOOL & FAMILY LEARNING HEAD START W 155 ST
POINT (-74.15635448882136 40.602520402263956),"159,762",446,,2,"3,398",8,0,5,05/14/2009 12:00:00 AM,01/18/2022 12:00:00 AM,4,EMS,,0,WILLOWBROOK PARK ARCHERY
POINT (-73.79231266832804 40.80439626098118),"109,073",403,X,2,"6,270",7,"2,100,434",2,05/14/2009 12:00:00 AM,08/24/2018 12:00:00 AM,2,DCP,26744003,0,MARITIME COLLEGE POWER PLANT
POINT (-74.08295594235422 40.63660545631035),"16,256",0,,1,"18,852",1,"5,000,654",5,05/14/2009 12:00:00 AM,03/19/2021 12:00:00 AM,9,NYPD,,"5,000,864",ST PAUL APOSTOLIC FAITH CHURCH
POINT (-74.06863329273894 40.61978641769104),"15,995",0,N,1,"19,558",7,0,5,05/14/2009 12:00:00 AM,06/14/2019 12:00:00 AM,6,EMS,50011101,0,PIER 19
